,duration,end_of_fade_in,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_name,title,e_billboard
566,341.36771,0.0,10,-9.395,0,331.453,86.668,5,Omni,Start,0.0
567,171.80689,0.0,5,-11.568,0,168.089,96.001,3,Muddy Waters,All Night Long,0.0
568,36.362,2.85,2,-9.052,1,36.362,115.298,4,Senser,Sandhurst In Zero G,0.0
569,204.7473,2.566,5,-18.089,0,190.305,91.247,1,Iron Butterfly,Iron Butterfly Theme,0.0
570,153.28608,10.031,3,-21.268,1,148.381,100.138,1,DD/MM/YYYY,Cancerboy on Hash,0.0
571,115.46077,0.305,9,-3.188,0,111.549,181.802,1,Miracle Chosuke,Vallejo,0.0
572,272.14322,0.212,1,-5.509,1,261.59,107.87,4,The Jackson Southernaires,It's A Blessing,0.0
573,246.41261,0.194,7,-8.363,1,234.986,123.861,3,Johnny Jenkins,Help Me to Understand,0.0
574,211.59138,0.0,9,-4.954,0,206.791,156.701,4,Mando Diao,Never Seen The Light Of Day (Radio Edit),0.0
575,95.79057,0.0,7,-12.504,1,87.098,157.897,4,Scienz of Life,The Bubble Effect,0.0
576,502.43873,30.047,10,-5.372,1,494.359,191.957,3,Pirupa_ Pigi,Dig It,0.0
577,313.88689,0.0,5,-3.686,1,308.262,117.978,4,Riow Arai,Undulation,0.0
578,265.27302,0.078,11,-7.149,1,260.226,88.736,3,David T. Chastain,So Alone,0.0
579,198.66077,0.0,4,-1.047,1,192.621,136.784,4,One Way System,Believe Yourself (Album Version),0.0
580,243.77424,0.183,2,-11.375,1,237.424,115.611,4,C-Block,First Love,0.0
581,252.62975,0.061,0,-10.357,1,247.618,133.998,4,Benassi Bros. Feat. Dhany,Make Me Feel ,0.0
582,239.20281,0.289,6,-4.755,0,233.395,105.984,4,Tihuana,Como Eu Queria,0.0
583,113.65832,0.298,6,-6.044,0,106.847,126.4,4,Andres Calamaro,La Verdadera Libertad,0.0
584,206.70649,0.664,2,-11.277,1,194.827,110.263,4,Los Amantes De Lola,Valiums A Tu Tia,0.0
585,207.96036,0.166,6,-4.736,0,204.376,188.697,1,Incantation,Merciless tyranny,0.0
586,117.05424,0.0,8,-20.878,1,117.054,82.653,3,The Clancy Brothers With Tommy Makem,Dialogue,0.0
587,229.19791,0.0,9,-13.251,1,215.098,95.839,4,Rockabye Baby!,God Only Knows,0.0
588,251.14077,0.247,9,-13.467,0,247.531,112.435,4,Japan,The Art Of Parties,0.0
589,228.20526,0.352,6,-11.869,1,224.177,127.921,4,Bitty McLean,It Keep Rainin' (Tears From My Eyes) (Radio Edit),0.0
590,243.01669,0.7,5,-9.972,1,233.958,104.148,4,Continental Drifters,Tomorrow's Gonna Be,0.0
591,341.57669,0.189,4,-5.413,1,318.462,94.033,1,Enchant,Invisible,0.0
592,269.5571,0.595,4,-9.152,0,264.127,111.505,4,AfroReggae,Benedito,0.0
593,232.4371,0.531,8,-15.288,1,215.359,122.601,4,DC Talk,I Wish We'd All Been Ready (Key-Ab-Premiere Performance Plus),0.0
594,270.94159,0.068,10,-3.545,1,267.378,105.139,4,Kokolo,Soul Power,0.0
595,139.49342,0.258,7,-10.628,1,128.012,102.823,4,Charlie Haden / Tanya Haden / Rachel Haden,Oh Take Me Back,0.0
596,275.87873,0.125,9,-5.02,0,262.153,128.005,4,Pastora,Cuanta Vida WLopez & D Ferrero House Remix,0.0
597,213.73342,0.0,5,-12.298,0,207.29,169.574,4,The Adverts,New Boys,0.0
598,185.44281,0.265,0,-7.999,1,182.491,187.861,4,The Dickies,Fan Mail,0.0
599,210.52036,0.0,11,-18.589,1,195.907,191.903,7,O Rappa,Linha Vermelha,0.0
600,164.23138,0.146,11,-11.75,1,159.016,171.721,4,Clint Eastwood,Rowdy,0.0
601,184.45016,0.589,0,-15.943,1,184.45,86.851,4,Natalino Otto,Mamma Voglio Anch'io La Fidanzata,0.0
602,195.36934,3.349,9,-4.298,1,192.308,165.88,3,Nessbeal,Rimes Instinctives,0.0
603,124.73424,0.0,11,-15.488,0,121.034,126.471,4,Feadz,Liisborg Error,0.0
604,431.75138,0.0,2,-17.859,0,428.124,44.012,4,Normie Rowe,Get Off The Stage,0.0
605,134.55628,0.0,7,-6.076,1,127.344,180.222,4,No Innocent Victim,C.e.b. (Album Version),0.0
606,228.28363,0.189,2,-6.64,1,223.364,126.023,4,Yabby You,Warn Them Jah Dub,0.0
607,383.03302,0.737,5,-33.813,1,364.031,163.04,4,James Newton Howard/The Postman Soundtrack,Shelter In The Storm (Album Version),0.0
608,262.86975,0.113,2,-5.58,1,239.926,89.343,4,Kaze,I Love You Haters,0.0
609,252.96934,0.0,9,-5.601,1,237.412,186.086,1,Daniel Merriweather,You Don't Know What Love Is (You Just Do As You're Told),0.0
610,176.61342,2.473,2,-8.876,1,171.375,203.002,4,Exile,Take Me To The River,0.0
611,270.07955,0.061,4,-20.027,0,259.396,125.893,4,Bernard Harris,Let it Go,0.0
612,406.5171,0.299,11,-9.775,0,395.5,120.982,4,Chad Smith's Bombastic Meatbats,Into The Floyd,0.0
613,189.20444,0.0,9,-9.796,1,186.561,190.106,3,Los Manolos,Jet set,0.0
614,440.00608,0.781,7,-6.656,1,432.849,85.29,3,Sunlightsquare,I Believe In Miracles,0.0
615,200.82893,0.171,10,-6.68,1,198.676,113.185,3,Bill Perry,Honey Pie,0.0
616,185.73016,0.175,11,-6.089,0,185.73,135.417,4,Verdena,Elefante,0.0
617,448.1824,2.165,10,-9.487,0,430.388,97.971,4,DJ Mitsu The Beats,Intro (grooveman Spot Remix),0.0
618,452.17914,0.0,11,-7.687,0,444.546,138.119,4,Luke Terry,Chasing The Sunrise,0.0
619,172.25098,0.206,11,-10.596,1,162.197,148.524,4,Edi Fitzroy,Young Girl,0.0
620,888.37179,0.142,2,-16.46,0,888.372,84.878,3,Count Basie Big Band,Bookie Blues,0.0
621,263.91465,2.833,0,-6.53,0,246.352,95.549,4,The Bluetones,Mudslide,0.0
622,309.68118,0.99,5,-13.252,1,300.838,155.992,4,The Durutti Column,Sketch For Dawn (Live 13.8.1981),0.0
623,281.65179,4.093,5,-12.292,1,273.543,126.037,4,Gino Paoli,Io Vado Con L'Anima,0.0
624,404.29669,0.0,7,-9.619,1,397.648,126.148,4,Aural Float,New Frontiers,0.0
625,122.22649,0.386,2,-7.065,1,118.19,137.573,1,Billy Fury,I Go - Live At The BBC [31/5/66],0.0
626,427.7024,5.474,9,-10.558,0,422.963,109.523,3,Heston,Like Sunshine,0.0
627,238.07955,0.084,2,-11.396,1,231.236,125.085,4,Shakespears Sister,It's A Trip (Stems Mix),0.0
628,181.002,0.0,2,-7.898,1,166.679,180.169,4,Platero Y Tu,Un Abecedario Sin Letras,0.0
629,243.98322,0.218,2,-16.532,1,229.86,138.909,4,Section 25,Dirty Disco II (Pre-Mix version),0.0
630,369.00526,0.142,6,-6.013,1,364.368,121.991,4,April March,Attention Cherie,0.0
631,367.67302,0.0,9,-6.473,1,359.044,113.737,3,Life Of Agony,Don't You (Forget About Me) (Album Version),0.0
632,227.29098,0.086,5,-3.502,0,220.235,159.025,4,Adema,Until Now,0.0
633,194.69016,0.293,5,-12.979,1,177.511,118.648,4,Edú Lobo / Airto Moreira / Hermeto Pascoal / Claudio Slow / Jose Mariono,Zanzibar,0.0
634,215.87546,0.0,2,-4.51,1,211.325,162.934,4,Four Year Strong,Heroes Get Remembered_ Legends Never Die,0.0
635,201.42975,0.0,9,-5.148,1,198.914,116.247,4,Mala Reputación,Abre los ojos,0.0
636,139.59791,0.334,8,-17.113,1,136.208,96.91,1,Lightnin' Hopkins,Everyday I Have The Blues,0.0
637,355.29098,5.045,6,-20.702,0,321.312,99.834,1,George Winston,Tamarack Pines,0.0
638,181.83791,0.142,10,-13.642,1,172.489,183.449,4,The Hassles Feat. Billy Joel,Everybody Loves You Now,0.0
639,305.3971,0.212,3,-14.277,0,281.972,131.778,4,Beady Belle,A Touch Of Paradise,0.0
640,169.1424,0.697,3,-10.227,1,163.968,99.057,4,Hot Lips Page,He's Pulling His Whiskers On,0.0
641,221.41342,0.061,11,-6.067,0,217.554,113.195,3,Anthony Cruz,I've Been Waiting,0.0
642,149.86404,0.419,4,-16.328,1,135.25,110.719,4,Terry Stafford,She Wishes I Were You,0.0
643,316.49914,4.093,11,-4.514,0,303.99,80.24,5,Loquillo,Cadillac Solitario (Rockdelux Experience 23/11/04),0.0
644,415.55546,0.0,10,-6.8,0,395.389,124.994,4,Kain van Stone,Superstring,0.0
645,610.53342,0.0,0,-11.644,1,603.069,69.4,7,John Mayer,Out Of My Mind,0.0
646,189.36118,0.148,4,-3.762,1,185.168,207.961,4,Evile,Thrasher,0.0
647,252.60363,0.305,6,-8.819,0,241.876,112.971,4,Mae Moore,All I Can't Explain,0.0
648,202.03057,0.188,2,-4.193,1,190.45,124.743,4,HEATHEN,EYE OF THE STORM,0.0
649,180.21832,0.0,3,-6.238,1,169.035,114.207,4,Eagles Of Death Metal,Already Died,0.0
650,324.93669,0.0,2,-11.591,1,303.073,124.996,4,Basti Grub,Rambel In De Jangel,0.0
651,50.15465,0.508,11,-10.549,1,50.155,81.281,5,Stendal Blast,Abusus Dasein 12,0.0
652,170.08281,0.078,6,-4.18,0,170.083,96.001,4,Plan B,Solo Te Llame,0.0
653,178.93832,0.0,0,-12.156,1,163.399,86.548,4,Casiotone For The Painfully Alone,You Were Alone,0.0
654,388.72771,0.0,0,-10.332,1,357.489,124.486,4,Gui Boratto,Like You (Supermayer Mix),0.0
655,149.73342,0.2,2,-6.797,0,149.733,79.29,4,Mick Clarke,Save The World,0.0
656,234.21342,0.078,0,-11.146,1,224.351,130.639,4,Obk,La Princesa De Mis Sueños (Octeto Versión),0.0
657,33.54077,0.374,2,-18.074,1,33.541,127.094,4,H.e.a.t,Intro,0.0
658,285.962,0.392,1,-11.377,1,285.962,152.296,3,Andy Stochansky,Talk Show,0.0
659,246.282,0.0,1,-3.587,1,246.282,159.977,4,Hadag Nahash,California (Live),0.0
660,244.21832,1.396,7,-13.539,1,229.338,146.155,1,The Durutti Column,Tomorrow (Live Version),0.0
661,213.52444,2.055,2,-11.11,1,194.136,110.617,4,Pat Benatar,Little Paradise,0.0
662,453.642,0.084,7,-11.064,1,449.167,127.917,4,Dynamix Featuring Inda Matrix,Bodyfly (Conrado Martinez Remix),0.0
663,220.18567,0.189,10,-11.26,0,220.186,120.054,4,Bastian,Push the Right Knob,0.0
664,249.33832,0.0,2,-4.458,1,243.769,202.66,4,A Life Once Lost,The Change Came Suddenly,0.0
665,132.28363,2.026,4,-11.169,1,124.558,93.687,4,Lispector,Palace Of My Soul,0.0
666,141.53098,0.194,11,-7.63,0,136.336,86.228,3,Jorge Ben,Tim Dom Dom,0.0
667,190.24934,0.363,0,-14.364,0,181.017,122.593,1,Fredi,Kolmatta linjaa takaisin  -Beautiful in the Rain-,0.0
668,174.34077,0.113,8,-7.55,1,169.488,93.91,4,Marvin Gaye,Love For Sale,0.0
669,210.83383,3.715,7,-15.547,0,203.07,163.87,4,Michelle Weeks / Tichina Arnold / Tisha Campbell / Bill Mitchell,Prologue (Little Shop Of Horrors),0.0
670,195.49995,6.153,7,-4.59,1,182.921,105.08,4,Sun Eats Hours,The Level,0.0
671,157.25669,3.976,6,-17.775,1,152.027,91.696,4,Verdena,La tua fretta,0.0
672,223.39873,0.0,6,-11.157,1,219.109,166.816,4,Natty King,Weh the Love Gone,0.0
673,183.53587,0.126,2,-14.442,1,166.348,141.175,1,Anti-Pasti,East To West,0.0
674,83.30404,2.664,9,-7.508,1,75.639,140.164,1,Kimmo Liskomäen Pitkät Kalsarit,Luodinkestävä poikaystävä,0.0
675,370.23302,0.0,1,-14.355,1,355.532,216.067,4,Malkit Singh,Naa Puchna,0.0
676,263.33995,0.299,0,-9.804,1,256.075,118.894,4,Rusted Root,Send Me On My Way (Album Version),0.0
677,318.37995,6.113,2,-11.947,1,306.376,137.846,3,Jimmy Nail,W.L.T.M.,0.0
678,157.43955,7.814,5,-29.547,1,134.304,94.384,5,Leif Ove Andsnes,Nordlandsbilleder (Pictures from Nordland) Suite No. 1 Op. 5: I.       Kvinneprofill (Portrait of a woman),0.0
679,313.46893,0.0,5,-10.241,1,313.469,96.544,4,UFO,No Place To Run (Live In Hammersmith 'BBC In Concert'),0.0
680,131.5522,0.217,10,-15.172,0,126.671,119.549,4,Timi Yuro,Don't Blame Me,0.0
681,140.43383,0.293,11,-10.671,0,131.709,119.818,4,I Ribelli,Lei M'Ama,0.0
682,178.65098,0.084,7,-13.45,1,163.968,129.043,4,Joe Smooth,Back Home,0.0
683,105.87383,0.52,1,-20.756,1,98.302,89.334,7,Dinu Lipatti,14 Valses/Waltzes (2005 Digital Remaster): No.6 in D flat Op.64 No.1,0.0
684,282.48771,0.247,9,-11.25,1,270.582,128.232,4,Soundgarden,Gun,0.0
685,181.41995,0.0,11,-11.3,1,175.682,131.447,5,Vaselines,Rosary Job (Demo) (Album),0.0
686,155.89832,0.0,1,-7.41,1,155.898,71.121,4,Kingston Wall,When Something Old Dies,0.0
687,408.31955,0.2,0,-9.179,1,398.013,140.027,4,Masterboy,Feel The Heat 2000,0.0
688,425.53424,2.409,4,-14.381,1,421.256,128.005,4,Demarkus Lewis,Track & Field,0.0
689,200.07138,3.199,11,-10.562,0,193.736,120.595,4,Sister Sledge,Love Don't Go Through No Changes On Me,0.0
690,190.48444,2.188,4,-12.873,0,178.294,96.001,4,Fat Jon,You Are,0.0
691,239.72526,0.073,2,-5.055,1,226.354,130.757,4,Miles Hunt,Falsified,0.0
692,152.0322,0.67,5,-7.703,0,139.871,90.215,4,Bon Voyage,Third Marie_ The  (The Right Amount Album Version),0.0
693,318.17098,0.0,5,-10.585,0,318.171,118.306,4,Patrick Saint-Eloi,Cheche,0.0
694,222.69342,0.0,11,-13.749,0,213.925,122.847,4,The Twinkle Brothers,Sodom & Gomorrah,0.0
695,171.57179,0.0,10,-8.378,0,164.397,82.13,4,Jono El Grande,Ode til Arne Nordheim (I-III),0.0
696,231.60118,5.416,4,-11.172,0,217.67,161.726,4,Phantom Planet,Big Brat,0.0
697,147.66975,0.461,5,-5.339,1,145.09,166.004,1,The Monsters,The Love I Never Had ,0.0
698,280.842,0.0,2,-6.826,1,264.295,146.197,4,Diego Torres,Alguien La Vió Partir,0.0
699,415.26812,0.0,7,-9.152,0,408.822,144.141,4,The Space Brothers,Forgiven,0.0
700,23.74485,0.0,2,-14.251,1,23.745,112.393,4,Ruxe Ruxe,Outra Rezada Do Pinto D'Herbòn,0.0
701,240.95302,0.0,7,-4.806,1,234.51,115.066,4,Joe King Carrasco,If'n Myself To Death,0.0
702,207.72526,2.218,9,-10.688,1,198.682,175.009,4,La Rumeur,Du Sommeil_ du Soleil_ de l'Oseille,0.0
703,414.48444,0.165,10,-8.546,0,402.506,126.875,4,Mr. V,Put Your Drink Down [Original],0.0
704,254.74567,0.398,0,-21.479,1,233.239,88.802,3,Robin Bullock,Jack O'Diamonds / Merrily Kiss The Quaker,0.0
705,406.41261,0.753,10,-13.696,0,402.791,125.051,4,Filter,The Deep Project,0.0
706,523.67628,0.0,11,-6.746,0,521.659,124.013,4,Johnny Fiasco,Salsanova,0.0
707,239.5424,2.154,7,-4.697,1,230.377,0.0,3,Eric Chase,If You Tolerate This,0.0
708,395.10159,1.112,0,-10.661,0,382.862,113.284,5,Clann Zu,One Bedroom Apartment,0.0
709,212.16608,0.264,1,-4.93,0,197.329,102.018,4,QBO,Te olvidarás de mí,0.0
710,159.76444,0.152,8,-6.014,1,155.881,84.317,3,The Jive Turkeys,Talkin' that Talk,0.0
711,324.04853,0.0,2,-5.892,0,321.271,157.908,4,Panzer AG,tides that kill,0.0
712,139.59791,0.0,4,-5.563,1,130.287,200.074,4,Go Drowsy,Double the Dose,0.0
713,258.08934,0.723,10,-7.592,0,245.783,65.586,1,Nicole Willis,Didnt Feel No Pain,0.0
714,104.12363,0.293,1,-5.868,0,104.124,156.774,4,The Morning Benders,Cold War,0.0
715,98.06322,4.859,8,-23.226,1,98.063,35.507,1,Bhimsen Joshi,Raga - Shuddha Sarang_ Aalap,0.0
716,192.10404,0.079,8,-2.892,0,188.076,102.976,4,More Than Crossed,Single Second,0.0
717,244.16608,0.0,10,-8.854,1,244.166,133.188,4,Go West,I Want To Hear It From You,0.0
718,292.23138,0.0,1,-8.399,1,281.484,91.052,4,Mad Skillz,Unseen World [Explicit],0.0
719,509.49179,5.95,3,-19.623,1,504.192,172.834,1,Endellion String Quartet,String Quartet No.12 in E flat major Op.127 : III Scherzo (Vivace),0.0
720,306.46812,0.212,0,-12.2,0,293.135,161.921,3,Robert Moore,Attitude (Nobody But Me),0.0
721,111.28118,0.421,1,-11.34,0,105.935,166.344,1,Jacek Kaczmarski,Rehabilitacja Komunistów,0.0
722,239.38567,0.293,0,-6.986,1,234.69,97.971,4,Wealthy Beggar,Sucker 4U,0.0
723,265.7171,0.181,4,-13.257,1,258.659,87.641,1,Winter Hours,Familiar Places,0.0
724,267.96363,0.0,10,-6.028,0,255.089,83.848,1,Texta,(So schnö kaust gor net) schaun,0.0
725,130.7424,0.234,7,-6.081,1,119.095,119.365,1,Shane MacGowan And The Popes,Come To The Bower,0.0
726,560.45669,0.0,1,-5.966,1,551.224,132.005,4,Duderstadt & Kirsty Hawkshaw,Beatitude,0.0
727,238.41914,0.334,2,-5.558,1,232.472,94.979,4,Fernando Correia Marques,Com Portugal No Coração,0.0
728,404.79302,0.16,5,-6.675,1,401.995,83.984,5,Auditory Canvas,Mystery Trip (Original Mix),0.0
729,251.402,0.258,10,-10.897,1,247.351,108.124,4,La Sonora Dinamita,El Viejo Del Sombreron,0.0
730,14.54975,0.0,9,-14.453,0,14.55,57.066,1,Larry The Cable Guy,The First Queer Santy Claus (Album Version),0.0
731,175.90812,0.322,8,-10.85,1,169.424,124.993,3,Roy Brown,Big Town,0.0
732,250.90567,4.203,8,-7.676,1,231.544,133.024,4,The Violet Burning,Blown Away,0.0
733,206.2624,0.206,11,-6.187,1,198.327,88.172,4,Billy Bragg,Sing Their Souls Back Home,0.0
734,475.34975,0.228,10,-14.604,0,433.279,110.806,5,Roseanna Vitro,In Search Of My Heart,0.0
735,335.75138,0.984,1,-13.349,1,335.751,182.734,3,Richard Galliano,Mozambique,0.0
736,207.67302,2.514,7,-9.967,1,197.538,86.563,4,Jimmy Nail,Love Don't Live Here Anymore,0.0
737,171.67628,0.171,0,-14.506,1,167.364,171.495,4,Sleepy John Estes,Special Agent (Railroad Police Blues),0.0
738,271.77751,0.166,4,-9.036,0,268.823,187.793,4,Rockin' Squat,Triste Tropique (feat. Olodum & Edy Vox),0.0
739,222.1971,0.102,7,-4.635,1,210.535,130.017,4,Herb Eimerman,Just Barely Famous,0.0
740,228.67546,0.376,11,-12.367,0,218.604,140.297,4,Radiohead,Nothing Touches Me (BBC Radio 1 Evening Session),0.0
741,144.06485,0.0,7,-15.653,1,139.134,165.308,4,Buster Brown,Sugar Babe,4.0
742,310.25587,0.0,0,-19.183,1,303.409,52.584,1,Joe Heaney,An Sagairtin,0.0
743,336.3522,0.207,11,-15.594,1,319.907,151.444,7,R. Carlos Nakai,E'she'no (World),0.0
744,406.33424,3.622,10,-14.457,1,393.59,167.112,3,Tony Levin,Bone And Flesh,0.0
745,184.58077,0.0,1,-8.412,1,177.133,104.032,4,Play,Hora de cambiar,0.0
746,351.08526,0.0,8,-8.41,1,351.085,0.0,3,Yespiring,Journey Stages,0.0
747,170.05669,0.357,1,-17.401,1,162.58,92.375,5,Doctor (Peter) Clayton,Doctor Clayton Blues,0.0
748,156.29016,0.0,2,-11.068,1,149.56,121.141,4,The Alarm Clocks,You're Always Near,0.0
749,403.33016,0.0,9,-5.274,0,388.946,180.04,3,Magnatiz,Me He Acostrumbrado(Con NS),0.0
750,241.57995,0.25,11,-6.499,1,226.876,107.141,4,Little River Band,Help Is On Its Way,109.0
751,374.49098,0.163,1,-10.571,1,357.924,92.007,4,Brainbox,Salt & Velvet,0.0
752,164.12689,0.113,6,-13.521,0,154.674,157.992,4,Pauline Croze,Décembre,0.0
753,153.73016,0.194,10,-15.387,0,138.565,96.053,1,Dee Clark,Fever,0.0
754,451.76118,0.229,0,-7.425,1,444.918,137.909,3,Epos,Adagio Espressivo,0.0
755,339.85261,3.158,10,-18.181,0,308.088,101.0,4,Alan Silvestri,I Need Terry Sheridan,0.0
756,168.22812,0.0,7,-12.279,1,162.917,125.606,1,Lucio Battisti,Formiche,0.0
757,236.79955,1.373,2,-11.22,1,231.892,126.482,4,Oingo Boingo,"I'm So Bad (10"" EP)",0.0
758,21.81179,0.27,8,-30.663,1,21.812,150.632,1,*Shels,Atoll (Laurentian's),0.0
759,205.94893,0.0,1,-5.947,1,190.769,112.796,4,Claudia Church,Lost In A Feeling (LP Version),0.0
760,442.93179,0.09,11,-13.068,1,423.381,128.032,4,Heaven 17,Play To Win (12'' Extended Version),0.0
761,199.49669,5.753,7,-17.108,1,186.764,132.729,3,Mara Carlyle,It's Time,0.0
762,268.2771,0.16,1,-8.164,1,252.639,90.978,4,Jonah33,Beautiful,0.0
763,212.32281,0.0,7,-13.849,1,198.583,109.089,3,Darren Hayman,Eastbourne Lights,0.0
764,206.91546,0.0,2,-9.036,0,199.094,109.014,4,Wakey!Wakey!,Got It Wrong,0.0
765,241.00526,0.078,4,-6.915,1,232.223,139.993,4,iio,Runaway (Ford Remix Radio Edit),0.0
766,297.79546,0.0,2,-7.883,1,275.708,100.061,4,Confucius,Round The Bays Pt. 1,0.0
767,193.30567,0.16,4,-5.43,0,193.306,140.465,4,Ashley Walters,A Different World,0.0
768,214.49098,0.371,9,-18.2,1,196.151,99.736,4,Danny O'Keefe,Islands (LP Version),0.0
769,272.32608,0.369,0,-9.953,1,256.174,148.223,1,The Band,4% Pantomime (2000 Digital Remaster),0.0
770,58.09587,0.0,11,-15.588,1,58.096,151.459,4,Mississippi John Hurt,Chicken (Live),0.0
771,180.71465,0.0,5,-7.879,1,173.546,125.845,4,Handsome Furs,Dead + Rural (Album),0.0
772,248.63302,0.778,2,-8.662,1,240.675,102.36,4,Tito Rodriguez,Empego Naroco,0.0
773,427.36281,14.425,8,-28.057,1,414.041,101.482,4,Van Cliburn,Concerto No 1 In B Flat Minor_ Op23: Second Movement - Andante Semplice; Prestissimo; Tempo Primo,0.0
774,275.1473,0.0,10,-5.105,0,271.865,99.045,4,Mistah F.A.B ft.E40_  Mac Dre_ Messy Marv_ Yukmouth_ Mac Mall_ Mr. Kee_ Various Otheres,Kicked Out The Club,0.0
775,428.40771,0.34,6,-7.37,0,407.551,100.049,5,Ametsub,The Solo To Untamed Place,0.0
776,295.70567,0.102,4,-11.322,0,288.311,117.356,4,Gandalf,In The Presence Of Angels,0.0
777,64.80934,0.441,7,-5.55,1,64.809,158.144,4,Avant,Private Room Intro,0.0
778,296.30649,2.752,7,-9.153,0,288.816,116.008,4,Mind:State,Black Angel (Album mix),0.0
779,265.01179,0.334,0,-21.244,0,252.709,70.388,4,Kevin Kern,Passages,0.0
780,325.45914,2.247,1,-10.441,1,325.459,163.707,4,Hilt,Green Love,0.0
781,365.19138,0.0,0,-7.504,1,360.583,96.088,3,Azymuth,Roda Piao (Spiritual South Remix),0.0
782,170.03057,0.177,7,-3.385,1,170.031,127.425,4,Trap Them,Citizenihilist,0.0
783,237.00853,8.319,4,-6.95,1,221.066,138.573,4,Cheap Trick,Stop This Game,65.0
784,218.38322,0.0,2,-11.357,1,213.136,142.27,1,Johnny Thunders & The Heartbreakers,Flight,0.0
785,143.85587,0.411,0,-16.967,1,136.557,175.149,1,Reginald R. Robinson,The Scamp,0.0
786,256.31302,0.379,2,-13.642,1,245.841,88.012,4,Issa Bagayogo,Tamagnoko,0.0
787,177.34485,0.0,4,-12.107,1,171.05,106.479,4,The Boxmasters feat. Billy Bob Thornton,I Wanna Hold Your Hand,0.0
788,168.95955,0.879,2,-11.901,1,162.865,101.959,4,Blind Melon,All That I Need,0.0
789,212.53179,0.334,2,-8.784,1,204.074,115.466,4,Udo,The One,0.0
790,454.32118,0.0,7,-7.148,1,448.65,137.892,4,Dean Fichna,Digital Complexion,0.0
791,362.81424,0.0,0,-13.902,1,359.433,55.618,4,Nicole C. Mullen,Homemade (Live Version),0.0
792,258.35057,0.174,1,-12.144,1,231.195,88.993,4,Babbie Mason,What In The World (Album Version),0.0
793,213.21098,0.0,11,-6.223,1,205.973,95.735,4,Fyah Blaze,Curfew,0.0
794,205.7922,0.287,4,-20.993,1,197.904,105.538,3,Angelo dei Teppisti dei Sogni,Abbracciami Più Forte,0.0
795,301.24363,4.859,10,-8.881,0,299.183,104.029,4,Sir Mix-A-Lot,What's Happenin' Sun,0.0
796,221.93587,2.078,9,-13.989,1,213.507,124.454,4,Wallis Bird,LaLa Land,0.0
797,231.28771,0.0,11,-7.636,1,227.393,115.431,5,Tree,Try,0.0
798,266.63138,0.0,5,-5.765,1,257.741,46.932,4,Anjulie,Some Dumb Girl,0.0
799,175.33342,0.0,11,-10.509,0,172.333,92.679,4,The Sharks,Ghost train,0.0
800,403.93098,0.206,9,-10.229,0,394.333,135.998,5,Mr.Phillips,Jetlag,0.0
801,317.77914,0.218,9,-12.083,1,306.799,65.118,5,Braille,Conversaciones,0.0
802,238.10567,0.0,7,-5.075,1,235.63,137.985,4,Roll Deep,Penpals,0.0
803,355.5522,2.113,6,-12.29,0,343.458,57.957,1,Lauryn Hill,Selah,0.0
804,237.66159,0.0,9,-4.65,0,225.501,132.303,4,Nick Heyward,Over The Weekend,0.0
805,198.39955,0.0,7,-5.917,1,186.503,184.597,4,Cali,Pour Jane (live),0.0
806,236.87791,0.073,5,-9.43,0,229.698,140.002,4,Micky Modelle v Jessy,Dancing In The Dark,0.0
807,201.22077,0.0,6,-5.432,1,201.221,146.102,4,KATAKLYSM,As I Slither,0.0
808,376.99873,0.0,0,-8.0,1,365.093,125.804,4,No Name,Thoughts Pay No Toll,0.0
809,190.1971,0.276,1,-4.328,1,187.124,120.211,4,Noisettes,Don't Upset The Rhythm (Go Baby Go),0.0
810,451.49995,0.0,0,-6.908,1,444.035,137.862,4,DJ Sakin vs. weimaR,Secret,0.0
811,253.6224,0.228,7,-4.22,1,250.265,81.629,3,Tides Of Man,Not My Love,0.0
812,248.2673,0.0,2,-6.846,1,244.512,100.042,4,Kamelo Punto Semos,Barragán,0.0
813,214.46485,0.131,7,-3.816,0,211.516,189.909,4,Mr. Shadow_ Señor Sombra,Amo Que Me Odien,0.0
814,313.10322,3.286,5,-12.568,1,293.628,110.745,4,Foo Fighters,Still,0.0
815,367.41179,0.451,10,-17.057,1,354.853,100.738,3,Henry Kaiser,Lo Mismo Blues,0.0
816,324.44036,0.218,1,-9.094,1,301.755,44.523,1,Silhouette Brown,Time Waits For No One,0.0
817,273.47546,0.0,9,-9.918,1,262.507,147.001,4,John Brown\'s Body,Bread,0.0
818,432.01261,0.135,4,-4.738,0,428.205,154.468,4,Molly Hatchet,Dreams of life,0.0
819,303.59465,0.0,1,-7.487,0,298.249,97.299,4,Scienz of Life,Anthology: A Tribute to Music,0.0
820,191.52934,0.0,8,-7.102,1,191.529,196.412,4,Dush Tray,Mission Complete (feat. TayDaTay_ E-Sick & Hennessy),0.0
821,532.47955,0.0,6,-7.312,1,532.48,119.96,4,The Souljazz Orchestra,Parasite,0.0
822,253.46567,0.235,1,-7.748,1,244.094,121.988,4,Irini Merkouri,Tha Me Dis,0.0
823,205.06077,0.0,9,-18.471,0,205.061,84.725,4,Richard Swift,The Atlantic Ocean,0.0
824,29.25669,0.177,1,-26.765,1,26.523,50.054,4,Arve Henriksen & Elling Vanberg,Grunnsteinar,0.0
825,325.0673,4.696,11,-11.839,0,314.224,111.828,4,Mother Gong,George Bush,0.0
