,danceability,duration,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_familiarity,artist_hotttnesss,artist_latitude,artist_location,artist_longitude,artist_name,release,song_hotttnesss,title,year,e_grammy,e_billboard,e_spotify
2501,0.0,250.77506,2.235,0.0,9,-5.935,1,234.353,141.878,4,0.549307067042,0.430831877303,,,,Lagartija Nick,Inercia Re-edicion Especial,0.360370582712,Solo Amnesia,0,0,0.0,0
2502,0.0,332.14649,0.576,0.0,1,-18.883,0,316.233,97.463,1,0.56433383862,0.387081084454,51.16418,Germany,10.45415,Will Ackerman,Sound Of Wind Driven Rain,0.427446571488,Wings On The Water,1998,0,0.0,0
2503,0.0,112.16934,2.612,0.0,9,-7.078,1,112.169,171.715,4,0.573297214753,0.437081712914,35.21962,North Carolina,-80.01955,Antiseen,One Live Sonofabitch... And A Hell Of A Lot More,,Wifebeater,1989,0,0.0,0
2504,0.0,211.9571,0.146,0.0,0,-11.401,1,206.158,93.065,4,0.475721566731,0.398373122737,37.77916,California - SF,-122.42005,Dr. Elmo,Dr. Elmo Sings The Boo's,,Pointy The Pyramid Pumpkin,0,0,0.0,0
2505,0.0,290.89914,0.0,0.0,1,-4.936,1,270.634,163.239,4,0.679225936227,0.441238121472,57.65337,"Nassjo, Sweden",14.69725,Backyard Babies,Live live in Paris,,Minus Celsius,2003,0,0.0,1
2506,0.0,100.17914,0.444,0.0,7,-7.989,1,100.179,154.035,4,0.441325394349,0.393355731337,,,,Luza,3 mena 4 pismena,0.266955186276,Intro,0,0,0.0,0
2507,0.0,136.9073,0.131,0.0,7,-5.658,1,125.452,174.575,1,0.499822011641,0.316879382947,,,,Anfall,Soundtracks Zum Untergang 4,,Regierungen,1997,0,0.0,0
2508,0.0,266.9971,0.299,0.0,2,-9.241,1,263.262,125.737,4,0.584788954478,0.402490265425,37.77916,California - SF,-122.42005,The Gits,Kings & Queens,0.572358287941,It All Dies Anyway,1992,0,0.0,1
2509,0.0,278.88281,1.03,0.0,7,-5.463,1,272.312,140.028,4,0.474107725697,0.238022000685,,,,Metal Mareny,Siente La Fueaza,0.0,El Final Esta A Un Paso,0,0,0.0,0
2510,0.0,302.99383,0.246,0.0,3,-14.635,0,291.979,129.908,1,0.567758428033,0.369161301455,40.81741,"Montclair, NJ",-74.21612,Dave Douglas,The Tiny Bell Trio,0.235330682694,Punchy,1994,0,0.0,0
2511,0.0,279.27465,0.28,0.0,5,-7.162,1,269.851,106.993,4,0.674326052302,0.439992160343,37.77916,"San Francisco, CA",-122.42005,Flipper,Sex Bomb Baby!,,Sacrifice,0,0,0.0,0
2512,0.0,273.68444,0.276,0.0,9,-12.083,0,267.012,90.959,4,0.52771440769,0.408793151312,,,,Padi,Lain Dunia,0.401486711428,Seperti Kekasihku,1999,0,0.0,1
2513,0.0,691.74812,0.0,0.0,4,-20.491,0,633.707,121.209,7,0.387242594708,0.187676300929,37.27188,California,-119.27023,David & Steve Gordon,Pillow Music - Natural Deep Sleep,0.0,Sleep Easy,0,0,0.0,0
2514,0.0,232.88118,0.258,0.0,0,-8.318,1,218.128,138.148,4,0.429727828854,0.280482187299,,,,Al Denson,Take Me To The Cross,,Love Wants Nothing,0,0,0.0,0
2515,0.0,271.62077,0.093,0.0,0,-9.401,1,262.333,88.012,4,0.414016090406,0.350650765454,,,,Moshav Band,Celebrate Peace,0.246935391503,Eliyahu Hanavi,0,0,0.0,0
2516,0.0,196.33587,2.101,0.0,2,-13.058,1,185.173,78.197,4,0.573862814041,0.345245346892,,,,Boo Hewerdine,Thanksgiving,,The Birds Are Leaving,1999,0,0.0,0
2517,0.0,179.53914,0.369,0.0,2,-9.713,0,168.217,170.212,5,0.432603145222,0.337699173735,,,,Fred Poulet,Hollywood_ baby,0.0,Water polo,0,0,0.0,0
2518,0.0,595.59138,3.291,0.0,1,-14.195,1,576.075,128.015,4,0.625186797468,0.388800312915,51.50632,London,-0.12714,Rui Da Silva,Kismet Records - Fire/5th Element,,5th Element,0,0,0.0,0
2519,0.0,209.60608,0.477,0.0,2,-16.646,1,198.565,115.884,1,0.509606391027,0.33590902739,,,,Waxies Dargle,Paddy Ryan's Dream,0.190864740212,Come All Ye Young & Tender Maidens,0,0,0.0,0
2520,0.0,260.67546,0.107,0.0,7,-8.42,1,247.037,118.018,4,0.731763209732,0.405347941482,,,,Jesse Cook,Free Fall,0.579728748614,Viva,2000,0,0.0,1
2521,0.0,152.60689,0.0,0.0,0,-4.553,1,152.607,194.904,4,0.506370733499,0.254025183826,,,,El Último Ke Zierre,Vivos... Por Domesticar!,0.518963743754,Altero Mi Cuerpo,1993,0,0.0,1
2522,0.0,245.75955,0.328,0.0,2,-10.9,0,234.301,131.397,3,0.433873434228,0.263455961362,,,,Orphan Songs,Orphan Songs,,Rosemary,0,0,0.0,0
2523,0.0,235.10159,2.694,0.0,2,-4.353,1,220.903,78.377,4,0.691717783262,0.410235176617,,,,Graham Colton,Here Right Now,0.748984790584,On Your Side,2007,0,0.0,0
2524,0.0,200.82893,0.276,0.0,7,-6.389,1,200.829,126.163,4,0.481678667441,0.277435246363,,Texas,,Austin Collins,Roses Are Black,,8 Dollar Thrills,2008,0,0.0,0
2525,0.0,349.90975,0.189,0.0,11,-7.111,0,339.185,129.972,4,0.889460725348,0.619431422311,,,,Beyoncé,Halo,,Halo,2008,1,0.0,1
2526,0.0,301.87057,0.183,0.0,1,-4.18,1,301.871,130.73,1,0.683999894817,0.504254960057,,,,Dark Funeral,Diabolis Interium,0.763908134241,Hail Murder,2001,0,0.0,1
2527,0.0,193.802,0.717,0.0,9,-18.279,1,180.907,102.163,3,0.587765644873,0.422160565483,,,,Cornelis Vreeswijk,En fattig trubadur,0.345802233965,Klagovisa till Felicia,1985,0,0.0,0
2528,0.0,71.96689,0.0,0.0,2,-4.585,0,69.538,168.469,1,0.519859892978,0.312937659001,54.97791,"Newcastle, England",-1.61237,Free Diamonds,There Should Be More Dancing,,What Part Of Free Diamonds Don't You Understand?,2006,0,0.0,0
2529,0.0,273.13587,0.363,0.0,7,-10.641,1,259.779,119.864,4,0.535360038929,0.388340950206,,,,Joachim Witt,Das Beste,0.212045405484,Märchenblau,1998,0,0.0,0
2530,0.0,207.15057,0.218,0.0,10,-4.967,0,204.33,146.708,5,0.485631711178,0.402083691541,,,,Patricia Manterola,Que El Ritmo No Pare,0.0,Necesito Tu Amor,2002,0,0.0,0
2531,0.0,213.10649,3.913,0.0,0,-15.917,1,206.164,180.075,4,0.413040140502,0.314493800416,29.95369,"New Orleans, LA",-90.07771,"Huey ""Piano"" Smith",Young Blood,,Jambalaya,0,0,0.0,0
2532,0.0,237.34812,0.0,0.0,9,-6.175,1,232.06,93.299,7,0.653819426396,0.514612343648,,"Portland, OR",,Todd Snider,Near Truths And Hotel Rooms,,Side Show Blues,1996,0,0.0,0
2533,0.0,216.65914,0.107,0.0,6,-13.416,0,197.834,137.38,5,0.388311882402,0.298339063686,,,,Klement Julienne,SuperLounge - Chill Out 2010,0.287835722548,Avant Gout,0,0,0.0,0
2534,0.0,216.65914,2.432,0.0,2,-8.159,1,199.819,90.069,4,0.506678908797,0.343286763296,,,,Whale,We Care,0.556555252706,Eurodog,1995,0,0.0,0
2535,0.0,142.41914,0.0,0.0,7,-5.795,1,133.741,135.028,4,0.470228110515,0.297782091477,,California,,Fanny,Yéyé Twist années 60,,Vous les copains,0,0,0.0,0
2536,0.0,165.61587,0.333,0.0,0,-12.928,1,157.437,128.486,4,0.295341702653,0.0,,,,Los Llaneros De La Frontera,De Padre Desconocido (Album),,Huérfanos Por Vida,0,0,0.0,1
2537,0.0,337.21424,0.136,0.0,11,-11.01,1,323.355,131.923,4,0.590688959929,0.389875982727,35.02368,"Widener, AR",-90.6845,Luther Allison,Rich Man,0.0,Cold As Ice,1995,0,0.0,0
2538,0.0,432.48281,2.728,0.0,11,-11.217,0,416.636,147.319,4,0.4316376315,0.369701316798,,,,Scan X,Intrinsic Mind Ep,0.219203424902,Inside,1995,0,0.0,0
2539,0.0,209.91955,0.0,0.0,10,-7.245,0,203.378,173.978,4,0.553159949358,0.453810349244,,,,Hayko Cepkin,Sandik,0.610094942152,Actirdiniz Kutuyu,0,0,0.0,1
2540,0.0,54.09914,0.0,0.0,2,-6.692,0,54.099,101.534,1,0.548958751433,0.442879219017,,Malmö,,A.C.T,Imaginary Friends/Special Edition,0.386477291255,Second Thoughts,2001,0,0.0,0
2541,0.0,239.22893,2.595,0.0,2,-11.743,1,239.229,119.991,4,0.0218404931503,0.0,37.77916,California - SF,-122.42005,Bill Streett,Lure,,Parting Company,0,0,0.0,0
2542,0.0,172.9824,0.212,0.0,10,-7.969,1,167.323,111.855,3,0.606725892937,0.408806119743,31.12493,"Marksville, LA",-92.06243,Little Walter,Blues With A Feeling,,Mean Old World,1952,0,0.0,1
2543,0.0,455.67955,2.995,0.0,2,-8.838,1,437.545,153.576,5,0.494372049758,0.419513253228,,,,Yukihiro Fukutomi,Equality,,Continuous Function,0,0,0.0,0
2544,0.0,170.57914,0.0,0.0,3,-15.764,1,155.492,125.88,3,0.530708289862,0.368895401461,30.2676,"Austin, TX",-97.74298,Timbuk 3,Edge Of Allegiance,0.334706549069,Pass It On,1989,0,0.0,0
2545,0.0,247.66649,2.606,0.0,0,-11.073,1,240.872,153.457,3,0.693258487631,0.484124713374,59.33217,"Stockholm, Sweden",18.06243,The Concretes,Seems Fine,,Chico,2003,0,0.0,1
2546,0.0,313.41669,0.392,0.0,2,-11.073,1,301.888,106.018,4,0.627986714071,0.441326905826,37.27188,California,-119.27023,Devlin & David,Planet Us,,Planet Us,0,0,0.0,0
2547,0.0,64.9922,4.058,0.0,0,-16.456,1,64.992,114.726,1,0.476936741785,0.332371742782,,,,Zen Guerrilla,Positronic Raygun,0.367273415809,Roachman,1998,0,0.0,0
2548,0.0,208.69179,0.136,0.0,2,-5.654,0,199.134,114.989,4,0.579875929288,0.444353238025,,,,Björn Rosenström,Syster Gunbritts hemlighet,0.376169924841,Farväl leguan,2006,0,0.0,0
2549,0.0,132.72771,0.0,0.0,10,-21.412,0,115.786,104.556,1,0.514263099974,0.354738757994,37.27188,California,-119.27023,Spencer Brewer,Where Angels Dance,,Suite Rhapsody,0,0,0.0,0
2550,0.0,305.42322,0.729,0.0,7,-18.388,0,294.841,64.314,3,0.627827246111,0.364194788234,,,,Marina Lima,Marina Lima,0.579257731614,Não Sei Dançar,1991,0,0.0,1
2551,0.0,227.52608,0.2,0.0,2,-12.432,1,218.709,92.305,4,0.589624760164,0.557945857421,,,,Sami Yusuf,My Ummah,0.481061075708,Make A Prayer,2005,0,0.0,1
2552,0.0,281.28608,0.363,0.0,11,-12.308,0,274.054,106.73,1,0.506117417791,0.350255394731,,,,3rd Force,Force Field,0.498775890796,Once In A Lifetime,0,0,0.0,1
2553,0.0,349.41342,0.369,0.0,8,-8.693,0,341.676,115.875,4,0.554641564613,0.0,,,,Orchestra Di Piazza Vittorio,Orchestra Di Piazza Vittorio,0.20874957836,Ya Baba Maragia,0,0,0.0,0
2554,0.0,200.64608,0.0,0.0,5,-3.517,1,185.394,94.522,4,0.581541457139,0.439701207496,,,,Hand To Hand,A Perfect Way To Say Goodbuy,0.513213953506,The Arson,2005,0,0.0,0
2555,0.0,243.80036,0.0,0.0,2,-19.725,1,236.547,94.432,4,0.500253866112,0.306581925673,34.05349,London UK-England,-118.24532,The Coal Porters,The Gram Parsons Tribute Concert,,Sin City,0,0,0.0,0
2556,0.0,71.78404,0.0,0.0,7,-23.983,1,71.784,64.518,1,0.426471090836,0.427528572312,,,,Herman Finkers,Het Carnaval Der Dieren,,Introduktie Kangoeroe,1993,0,0.0,0
2557,0.0,137.79546,0.136,0.0,10,-12.884,1,129.997,84.427,5,0.709822361475,0.508887777996,40.29924,"Greensburg, PA",-79.54316,The Juliana Theory,Love,0.594483378604,As it Stands,2003,0,0.0,0
2558,0.0,218.51383,2.148,0.0,5,-15.098,1,199.262,110.325,4,0.547919211559,0.340110868738,38.19506,"Frankfort, KY",-84.87869,Archer Prewitt,Gerroa Songs,0.3759843015,Tell Me Now,2000,0,0.0,0
2559,0.0,224.65261,0.369,0.0,2,-11.537,1,219.649,157.601,4,0.624288337808,0.464961540315,34.05349,"Los Angeles, CA",-118.24532,Christian Death,Only Theatre Of Pain,,Cavity - First Communion,1982,0,0.0,1
2560,0.0,164.17914,0.107,0.0,8,-9.055,1,158.081,126.852,1,0.407979796798,0.0,,,,Banda Lagunera,Sea por Dios,0.0,Sea por Dios,0,0,0.0,1
2561,0.0,267.49342,0.461,0.0,2,-17.281,1,255.872,101.714,3,0.629071556474,0.419298886112,,,,Vashti Bunyan,Lookaftering,0.619711565544,Turning Backs,2005,0,0.0,1
2562,0.0,292.46649,0.0,0.0,4,-8.526,0,288.63,159.027,4,0.577910676573,0.326054862638,,,,Attack Flamingo,Attack Flamingo  The Remixes,,Burning,0,0,0.0,0
2563,0.0,247.77098,1.326,0.0,0,-12.577,1,231.933,98.997,4,0.667834907059,0.524407563908,,,,Yolanda Adams,More Than A Melody,0.277118898789,Open Arms,0,0,0.0,0
2564,0.0,106.78812,0.152,0.0,3,-15.982,1,96.241,101.708,7,0.739769094763,0.58733624598,,"New Haven, CT",,Liz Phair,Whitechocolatespaceegg,0.508289105968,Girls' Room,1998,0,0.0,1
2565,0.0,574.79791,5.248,0.0,1,-17.332,1,560.338,110.414,3,0.383834087932,0.383563254012,,,,Archon Satani,Mind of Flesh & Bones,0.0,II,1993,0,0.0,0
2566,0.0,150.43873,0.0,0.0,4,-10.52,1,146.704,202.305,4,0.420545849523,0.313569342684,,,,Flor Silvestre,Mis Boleros,,Mar Y Cielo,0,0,0.0,0
2567,0.0,179.93098,0.356,0.0,2,-7.275,1,177.012,77.177,4,0.482965173709,0.319828951794,51.31476,"Woking, Surrey, England",-0.56623,Dana Gillespie,Hot Stuff,,Too Many Drivers,1995,0,0.0,0
2568,0.0,118.33424,0.065,0.0,7,-0.255,1,115.032,85.976,4,0.594122981174,0.414735003432,34.05349,"Los Angeles, California",-118.24532,Elan,Tretie Oko,,Zaklinanie Depky,0,0,0.0,0
2569,0.0,184.29342,0.387,0.0,9,-8.544,0,175.34,117.003,4,0.696019663318,0.439351680063,,,,Melanie C,Next Best Superstar,0.319565986883,Next Best Superstar,2005,0,0.0,1
2570,0.0,79.64689,0.2,0.0,5,-10.758,1,72.737,163.729,1,0.260397591549,0.221068105313,,,,Darcelys,Best of 40's and 50's_ Vol. 101,,Un petit cabanon,0,0,0.0,0
2571,0.0,211.09506,2.183,0.0,4,-5.7,1,205.351,85.675,1,0.63344466421,0.373517359948,40.71455,"New York, NY",-74.00712,The Mooney Suzuki,Have Mercy,0.382935090075,Down But Not Out,2007,0,0.0,0
2572,0.0,235.83302,2.235,0.0,4,-11.27,1,210.437,90.929,4,0.654644974646,0.450775217814,32.36503,"Meridian, MS",-88.70307,Ty Herndon,Living In A Moment,0.632356775184,She Wants To Be Wanted Again,1996,0,0.0,1
2573,0.0,240.87465,0.394,0.0,2,-11.042,1,231.892,159.863,4,0.691761064857,0.350216933865,,,,Razah,New York N.Y. Volume 1,0.511424325686,Smoke Me Sensi,0,0,0.0,0
2574,0.0,135.18322,4.122,0.0,11,-20.426,1,135.183,103.555,1,0.728730057017,0.478711519974,,,,Spiritualized,Lazer Guided Melodies,0.568588922374,Smiles,1992,0,0.0,1
2575,0.0,222.9024,0.317,0.0,0,-9.411,1,218.947,113.518,4,0.177527311771,0.0,,Austria,,FOP (Forms Of Plasticity),Fip Fop,,Doombap,0,0,0.0,0
2576,0.0,287.84281,0.0,0.0,4,-7.594,0,279.644,149.995,4,0.520214854727,0.37777549209,,,,Sissy,All Under,0.0,So Long,2008,0,0.0,0
2577,0.0,303.33342,0.82,0.0,0,-13.537,1,291.149,88.376,1,0.21638651136,0.0,,,,Brian Knight,File Under Blues,0.0,Hard Travelin',0,0,0.0,0
2578,0.0,243.27791,0.154,0.0,6,-6.253,1,233.593,152.024,4,0.504193895888,0.0,,,,Victor Garcia,Arrancame,,Alma De Niña,0,0,0.0,1
2579,0.0,197.35465,0.403,0.0,2,-3.491,1,184.245,209.064,1,0.591899321701,0.0,,South Carolina,,Decadence,3rd Stage Of Decay,0.55054910818,Claustrophobia,2006,0,0.0,0
2580,0.0,88.08444,1.243,0.0,11,-10.015,1,82.889,91.615,1,0.691956473143,0.460389582311,26.12367,"Ft. Lauderdale, FLORIDA",-80.14356,Jack Off Jill,Humid Teenage Mediocrity,0.548312704108,Chocolate Chicken,2004,0,0.0,0
2581,0.0,206.96771,1.072,0.0,10,-3.262,1,202.582,160.056,4,0.407737344247,0.32110791162,,,,Sandra Dahlberg,Här stannar jag kvar,,Jag är här,0,0,0.0,0
2582,0.0,183.84934,0.369,0.0,5,-18.435,1,177.319,125.194,1,0.379734511746,0.31386609958,,,,Mariano Yanani,Babies Go To Sleep,0.0,Cancion De Cuna K.V. 350 (Mozart),0,0,0.0,0
2583,0.0,160.93995,2.223,0.0,7,-13.895,1,145.258,91.076,4,0.443330057945,0.0,36.16778,"Nashville, TN",-86.77836,Bucktown Kickback,Lost In Your Own Hometown,0.253834736132,What You've Got I Need,0,0,0.0,0
2584,0.0,245.08036,0.479,0.0,9,-9.783,0,228.571,138.605,4,0.40967472658,0.25239346007,41.88415,"Chicago, IL",-87.63241,Lou Pride,Twisting The Knife,0.0,Tonight,0,0,0.0,0
2585,0.0,259.57832,0.0,0.0,7,-10.775,1,249.562,94.407,4,0.538867498599,0.348488453719,35.87713,"Mounds, OK",-96.06071,Reuben Wilson,Organ Donor,,Ronnie's Bonnie,2009,0,0.0,0
2586,0.0,59.79383,2.229,0.0,5,-4.622,1,59.794,174.745,1,0.585426772437,0.367935454203,37.27188,California,-119.27023,Damage,Final,,Damtro,0,0,0.0,0
2587,0.0,242.23302,0.264,0.0,9,-12.024,1,227.979,111.712,4,0.553800370479,0.375968299083,,"London, England",,Loose Ends,Zagora,0.3759843015,Who Are You?,1986,0,0.0,1
2588,0.0,346.48771,0.136,0.0,11,-8.986,1,333.949,113.785,4,0.734063931,0.531663307367,,,,Café Tacvba,Avalancha de éxitos,0.671790900843,Metamorfosis,1996,0,0.0,1
2589,0.0,273.91955,0.084,0.0,7,-11.802,1,261.985,91.214,1,0.361317329197,0.356286085349,41.88415,"Chicago, IL",-87.63241,Shrimp Boat,Speckly,0.229144103717,Houston Tower,2005,0,0.0,0
2590,0.0,52.16608,0.157,0.0,9,-8.647,0,47.56,159.984,4,0.553914553192,0.36481887024,,GERMANY,,Ancient Astronauts,We Are To Answer,0.254406317329,Seventh Planet Skit,2009,0,0.0,1
2591,0.0,226.61179,0.0,0.0,0,-5.162,1,223.121,144.052,4,0.615867384635,0.374852874633,64.95014,Finland,26.06739,Omnium Gatherum,Years In Waste,0.487112194863,Gravesilence,2004,0,0.0,0
2592,0.0,244.37506,0.0,0.0,9,-4.694,1,229.309,83.973,3,0.26425575329,0.0,,,,The Rocky Athas Group,Voodoo Moon,,Ain't No Doubt,0,0,0.0,0
2593,0.0,192.88771,4.069,0.0,9,-10.668,1,184.459,83.091,3,0.49316780131,0.29348941486,38.00335,Virginia,-79.77127,Nathan Moore,Sad Songs Make Me Happy,,I Hate Love,0,0,0.0,0
2594,0.0,209.57995,0.734,0.0,7,-5.433,1,202.31,145.134,4,0.661603236574,0.392100439253,,,,Van Zant,Get Right With The Man,0.764555630855,Nobody Gonna Tell Me What To Do,0,0,0.0,1
2595,0.0,245.2371,0.0,0.0,9,-6.128,0,238.196,125.011,4,0.4904112456,0.360818749258,,,,Virtuocity,Northern Twilight Symphony,,Paradise,2004,0,0.0,0
2596,0.0,227.5522,0.113,0.0,2,-7.118,0,220.375,149.167,5,0.692455169149,0.395755179992,,"Frankfurt, Germany",,Shantel,Disko Partizani,0.64821799475,O Manolis,2007,0,0.0,1
2597,0.0,312.2673,0.955,0.0,2,-7.8,1,295.085,108.036,4,0.539230338016,0.416411352666,19.07619,"Bombay, India",72.87588,Trilok Gurtu,The Beat Of Love,0.471971171794,Maya,2001,0,0.0,1
2598,0.0,272.45669,0.206,0.0,7,-8.89,1,255.994,152.907,4,0.591783764353,0.38123506136,42.18419,Massachusetts,-71.71818,Weeping Willows,Endless Night,0.440826440499,When You Are Asleep,1999,0,0.0,1
2599,0.0,124.52526,0.061,0.0,1,-14.019,0,124.525,45.102,4,0.525889953407,0.36771583008,,,,Megashira,Zero Hour,,Respect,1998,0,0.0,0
2600,0.0,233.1424,3.117,0.0,0,-8.14,1,227.532,99.982,3,0.571573443971,0.413179716553,,,,Pariisin Kevät,Astronautti,0.704524531677,Salaliittoteoria,2010,0,0.0,0
2601,0.0,183.24853,0.318,0.0,4,-12.338,1,177.348,117.797,1,0.668946955869,0.457622008705,37.68698,"Wichita, KS",-97.33558,Joe Walsh,You Bought It - You Name It,0.382935090075,I Can Play That Rock & Roll,1995,0,0.0,1
2602,0.0,382.95465,0.322,0.0,2,-9.009,1,357.767,110.002,4,0.608582750421,0.369427056746,-0.91754,"palu,sulteng",119.85946,Manual,Drowned In Light,,Blood Sun,2010,0,0.0,0
2603,0.0,170.78812,0.473,0.0,0,-12.184,1,164.937,90.685,4,0.522954983676,0.402690808831,40.99471,Pennsylvania,-77.60454,The Intruders,The Best Of The Intruders:  Cowboys To Girls,,(We'll Be) United,1967,0,29.0,1
2604,0.0,393.7171,2.752,0.0,4,-8.991,1,393.717,123.938,4,0.849988309657,0.576411491437,,Maryland,,Tori Amos,Legs and Boots: Boston_ MA - October 19_ 2007,,Bouncing off Clouds,2007,0,0.0,1
2605,0.0,180.55791,0.403,0.0,4,-8.371,1,175.7,199.739,3,0.429325317656,0.0,54.31407,UK,-2.23001,Martyn Bates,Your Jewled Footsteps (solo and collaboration works 1979-2006),,First And Last February,0,0,0.0,0
2606,0.0,407.61424,2.107,0.0,7,-11.868,1,389.909,128.017,4,0.572027630816,0.386376579302,,,,Shlomi Aber,Slow Dancer EP,0.437036204112,Groove Mechanism,0,0,0.0,0
2607,0.0,171.85914,0.0,0.0,2,-9.242,1,155.423,123.833,4,0.52522687925,0.329238213033,,,,Claw Boys Claw,Pajama Days,0.313562114248,Lava,2008,0,0.0,0
2608,0.0,202.29179,0.0,0.0,6,-7.405,0,196.998,131.02,4,0.483053435175,0.360435926755,39.89502,Spain,-2.98868,Raimundo Amador,Isla Menor,,Los Managers,2003,0,0.0,0
2609,0.0,209.3971,0.131,0.0,10,-6.394,0,198.786,89.219,4,0.515455654159,0.418736205125,18.11526,Jamaica,-77.27348,Mikey General,Reggae Masters,0.0,Praise the Lord,0,0,0.0,0
2610,0.0,192.7571,0.189,0.0,8,-4.828,1,187.118,142.957,4,0.77222939899,0.557766777844,,"Manchester, England",,Morrissey,Years Of Refusal,,All You Need Is Me,2008,0,0.0,1
2611,0.0,301.322,6.02,0.0,5,-7.953,1,296.118,128.351,1,0.54003774898,0.360053306539,23.0833,"Havana, Cuba [Jesus Maria]",-82.4167,Mongo Santamaria,Santa Maria,0.494489517502,Me And You Baby (Picao Y Tostao),2002,0,0.0,1
2612,0.0,237.94893,0.142,0.0,1,-7.054,1,234.069,155.711,4,0.502914605816,0.337896104457,10.63239,"Arima, St. George, Trinidad",-61.41389,Lord Kitchener,Trojan Mod Reggae Collection,0.506270993523,Dr. Kitch,2002,0,0.0,1
2613,0.0,186.77506,0.251,0.0,5,-6.982,1,175.334,84.753,7,0.468049749628,0.338180388507,,,,Stereophonic Space Sound Unlimited,Jo Siffert: Live Fast Die Young,0.345802233965,The Last of the Late Brakers,2005,0,0.0,0
2614,0.0,224.31302,2.792,0.0,11,-5.443,0,220.357,136.012,1,0.407719793312,0.371329622919,,,,CDM Project,50 Best Of Techno,,Sandstorm,0,0,0.0,0
2615,0.0,70.05995,0.0,0.0,0,-10.798,1,70.06,132.274,5,0.465499891158,0.422938316568,,Rhode Island,,As The Sun Sets,7744,0.510029495305,Feed The Scenesters To The Lions,2001,0,0.0,0
2616,0.0,243.40853,0.229,0.0,4,-4.35,1,234.876,185.411,4,0.347741831087,0.226894809194,,,,My Spacecoaster,Ep2,0.215080318509,Round,0,0,0.0,0
2617,0.0,444.62975,0.115,0.0,11,-5.432,1,442.416,125.053,4,0.740796632166,0.555741673066,,Los Angeles CA,,The Crystal Method,Vegas - (10th Anniversary Edition),0.798768150903,Busy Child,1997,0,0.0,1
2618,0.0,158.9024,0.16,0.0,2,-4.708,0,158.902,180.808,4,0.39116102917,0.287015832001,,,,Nova Express,Gimme Some,,Give it to You,2003,0,0.0,0
2619,0.0,140.43383,0.177,0.0,1,-4.884,0,129.887,96.049,4,0.652829680797,0.449207225541,,Southern California,,Face To Face,How To Ruin Everything,,14 Hours,0,0,0.0,0
2620,0.0,213.13261,0.177,0.0,10,-4.692,0,204.231,89.453,4,0.50297205836,0.338658372108,34.16788,Arizona,-111.9307,Fivespeed,Morning Over Midnight,0.503381236206,Blame It On You,2006,0,0.0,0
2621,0.0,158.01424,0.0,0.0,5,-11.693,1,155.858,164.777,4,0.419839972345,0.313459308461,33.38771,"Hampton, GA",-84.28295,Piano Red,Diggin' The Boogie 1950 - 1956,,Everybody's Boogie,0,0,0.0,0
2622,0.0,149.73342,0.0,0.0,0,-11.718,1,149.733,176.072,1,0.501767075287,0.26663396347,,,,Sunglasses After Dark,Sunglasses After Dark,,Rubber Mask,1984,0,0.0,0
2623,0.0,241.78893,0.357,0.0,5,-13.239,1,235.886,185.772,4,0.65573067701,0.440294161757,,,,Los Rieleros Del Norte,A Toda Maquina,,El Sancho,0,0,0.0,0
2624,0.0,301.45261,0.084,0.0,6,-8.52,1,284.595,113.4,5,0.55832143384,0.338845003101,35.21962,"Memphis, TN",-80.01955,Kaze,Spirit Of '94,,Broken Bars,0,0,0.0,0
2625,0.0,10.9971,0.0,0.0,10,-10.776,0,10.997,0.0,0,0.55733303467,0.374064703035,,,,Lawnmower Deth,The Return Of The Fabulous Metal Bozo Clowns,,Egg Sandwich,0,0,0.0,0
2626,0.0,95.05914,0.171,0.0,1,-6.805,1,92.015,88.024,4,0.507090458685,0.34609603801,,,,1000names,Toys Room Combat,0.413752421598,Meee-Loooo-Deee,2009,0,0.0,0
2627,0.0,249.83465,9.584,0.0,4,-13.013,1,249.835,121.824,4,0.757921011206,0.600265107973,,"Saginaw, MI",,Stevie Wonder,Hotter Than July,0.600210063651,Did I Hear You Say You Love Me,1980,0,0.0,1
2628,0.0,282.8273,0.061,0.0,0,-14.326,1,274.309,150.611,4,0.606975737219,0.386289651246,18.01571,"Kingston, Jamaica",-76.79731,Sugar Minott,Dread Prophesy,0.0,You're Too Bad,0,0,0.0,0
2629,0.0,216.24118,8.348,0.0,9,-11.583,1,203.256,115.118,3,0.508834584331,0.321714399871,38.57906,Sacramento,-121.49101,Anton Barbeau,Plastic EP,0.0,Drunk Again,2009,0,0.0,0
2630,0.0,355.91791,0.2,0.0,11,-7.419,0,344.108,169.987,4,0.403240619502,0.372316852316,,,,Ladanybene 27,The Best of 1991-1995 - Archívum,,Szedegetem,1993,0,0.0,0
2631,0.0,244.81914,0.33,0.0,2,-19.687,1,230.063,74.35,1,0.479581459481,0.268512076449,,,,Tejedor,Llunaticos,,Etna,0,0,0.0,0
2632,0.0,185.86077,0.119,0.0,8,-11.916,1,172.878,125.066,4,0.5929177151,0.423175110246,34.05349,"Los Angeles, CA",-118.24532,Grant Lee Buffalo,Mighty Joe Moon,0.63475903765,Drag,1994,0,0.0,0
2633,0.0,248.5024,2.531,0.0,7,-13.978,0,233.366,155.788,4,0.850945477052,0.60709944009,34.74929,"Jacksonville, NC",-77.42105,Ryan Adams,Kids Lullaby Pac,0.788912742109,Wonderwall,2003,0,0.0,1
