,danceability,duration,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_familiarity,artist_hotttnesss,artist_latitude,artist_location,artist_longitude,artist_name,release,song_hotttnesss,title,year
219397,0.0,162.92526,0.0,0.0,9,-16.375,1,162.925,53.825,4,0.70747876636,0.699277460562,,,,Adam Sandler,What The Hell Happened To Me?,,Memory Lane (Album Version),1996
219988,0.0,342.17751,0.311,0.0,5,-12.148,1,335.081,77.536,4,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,Funky Man,,The Right Time (The Night Time Is the Right Time),0
220260,0.0,248.00608,0.228,0.0,11,-4.661,0,233.958,148.188,3,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,Curb,,I Don't Have (Album Version),1996
220288,0.0,215.64036,0.078,0.0,7,-4.622,1,212.497,127.958,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,All I Want For Christmas Is You (Mariah's New Dance Mixes 2009),,All I Want for Christmas Is You (Mariah's New Dance Mix Edit 2009),0
220433,0.0,262.50404,0.0,0.0,3,-5.95,1,249.162,85.31,4,0.830884642148,0.776167742324,,,,Weezer,Make Believe,0.766591226784,Hold Me,2005
220919,0.0,206.15791,0.16,0.0,8,-10.67,0,182.172,109.675,4,0.902840400107,1.02125558749,,"Paris, France",,Daft Punk,Discovery,0.732812350635,Short Circuit,2001
222367,0.0,228.20526,2.583,0.0,5,-11.67,1,221.304,103.714,3,0.70747876636,0.699277460562,,,,Adam Sandler,They're All Gonna Laugh At You!,0.554384121184,Toll Booth Willie (Album Version),0
222449,0.0,205.42649,0.165,0.0,2,-8.369,0,201.578,95.945,5,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Comin' Home Baby,0.765195446668,Comin' Home Baby [Duet With Boyz II Men] (Album Version),0
222648,0.0,175.49016,0.2,0.0,0,-7.586,1,169.157,114.012,4,0.644238764665,0.430493598893,,,,DJ Bobo,DJ Bobo Instrumentals Part 1,0.0,Best of my Life Instrumental,0
223529,0.0,287.68608,0.0,0.0,2,-6.666,1,285.106,111.996,4,0.902840760111,1.02125558749,,"Paris, France",,Daft Punk,Musique Vol 1,0.504034340805,Robot Rock,2005
223539,0.0,139.51955,0.322,0.0,9,-4.279,1,136.887,120.227,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,The Big Come Up,0.895421559436,I'll Be Your Man,2002
223563,0.0,239.28118,0.34,0.0,3,-6.03,0,231.874,99.901,4,0.737437395434,0.674344138853,,"Charlemagne, Quebec, Canada",,Céline Dion,Du soleil au coeur,,D'amour ou d'amitié,1982
223899,0.0,220.73424,0.491,0.0,2,-3.607,1,209.92,160.088,4,0.929030287441,0.795880272107,54.31407,UK,-2.23001,Muse,Dead Star / In Your World,,Dead Star,0
224035,0.0,283.79383,0.0,0.0,3,-7.808,0,271.064,107.452,3,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Michael Bublé Meets Madison Square Garden,0.610331870908,Feeling Good [Live From Madison Square Garden],2009
224079,0.0,346.27873,2.136,0.0,11,-9.834,0,342.088,137.782,4,0.929030287441,0.750426551019,54.31407,UK,-2.23001,Muse,The Green Owl Comp: A Benefit For The Energy Action Coalition,0.585210622836,Knights of Cydonia (Live),0
224109,0.0,190.98077,0.37,0.0,4,-3.411,1,186.706,130.031,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,21st Century Breakdown,0.464318498633,Know Your Enemy (Album Version),2009
224646,0.0,227.99628,0.0,0.0,5,-9.895,0,222.203,94.014,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,The Long Road,,Figured You Out,2003
224740,0.0,304.40444,0.578,0.0,2,-11.422,0,292.322,146.349,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Part II,0.558815672984,You'll Never Leave Harlan Alive,2001
224946,0.0,365.11302,0.0,0.0,6,-7.32,0,350.261,142.41,4,0.70747876636,0.699277460562,,,,Adam Sandler,What's Your Name?,0.304169503435,Pickin' Daisies (Album Version),1997
225104,0.0,243.59138,0.189,0.0,0,-14.202,1,236.623,141.518,4,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,What A Night! A Christmas Album,0.688521844119,Have  A Holly Jolly Christmas,2008
225515,0.0,233.63873,6.972,0.0,11,-13.738,0,222.778,131.954,4,0.84297210826,0.793412622763,,,,Jason Mraz,We Sing.  We Dance.  We Steal Things.,0.604423704688,Love For A Child [From The Casa Nova Sessions],0
225606,0.0,153.0771,0.246,0.0,11,-23.537,1,143.999,37.887,4,0.80807690374,0.711719503233,,"Albany, GA",,Ray Charles,75 Original Recordings,,Let's Have A Ball (Digitally Remastered),0
225747,0.0,488.09751,0.165,0.0,11,-8.621,0,479.306,91.95,4,0.84297210826,0.793412622763,,,,Jason Mraz,Mr. A-Z,0.394451508294,Song For A Friend (Album Version),2005
225827,0.0,284.81261,0.148,0.0,4,-13.652,1,272.08,96.776,4,0.8650215115,0.916053228284,,,,Coldplay,Shiver,0.749957388376,Careful Where You Stand,2000
226176,0.0,202.34404,0.45,0.0,6,-9.756,0,193.817,128.954,4,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,Des Mots Qui Sonnent,0.408602519876,Piaf chanterait du rock,1991
226190,0.0,234.03057,0.102,0.0,0,-9.066,1,234.031,103.009,4,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon,,Des mots qui sonnent,1991
227043,0.0,204.2771,1.501,0.0,1,-6.143,1,196.563,88.048,4,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,Taking Chances Deluxe Digital album,0.653306677871,Alone,2007
227117,0.0,208.43057,0.135,0.0,7,-10.255,1,201.491,150.796,4,0.865134984053,0.687590402495,,"London, England",,Queen,The Works,0.756607056148,Man On The Prowl (1994 Digital Remaster),1984
227172,0.0,219.34975,0.165,0.0,2,-6.995,1,215.162,93.377,3,0.866000639339,0.795880272107,54.31407,UK,-2.23001,Muse,Hullabaloo Soundtrack,,Nature_1,0
227268,0.0,216.42404,2.13,0.0,4,-13.976,0,206.46,137.279,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Daydream,0.571291645392,Looking In,1995
227552,0.0,206.31465,0.2,0.0,9,-12.134,1,199.158,90.143,3,0.644733015933,0.646207352339,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,To Russia With Love,0.0,The Anthems,0
227707,0.0,269.5571,0.751,0.0,5,-17.051,0,260.957,184.095,3,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,Harry On Broadway_ Act I,0.0,I Need To Be In Love,2006
228512,0.0,266.84036,0.165,0.0,1,-4.919,0,262.815,87.525,4,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,T.I. VS T.I.P.,0.614747883708,Respect This Hustle (Explicit Album Version),0
228553,0.0,242.62485,0.0,0.0,1,-2.198,1,236.495,90.18,4,0.871010615313,0.879236744738,,"St. Joseph, MO",,Eminem,The Slim Shady LP,0.743025039703,Just Don't Give A Fuck,1998
228635,0.0,243.51302,0.444,0.0,5,-11.434,1,243.513,105.021,4,0.737437395434,0.674344138853,,"Charlemagne, Quebec, Canada",,Céline Dion,Des Mots Qui Sonnent,0.345802233965,J'ai besoin d'un chum,1991
230617,0.0,312.05832,0.16,0.0,9,-13.016,1,305.267,103.995,4,0.929030287441,0.750426551019,54.31407,UK,-2.23001,Muse,Unintended,0.539539782579,Falling Down [Live Acoustic],0
230694,0.0,247.03955,0.171,0.0,9,-4.497,1,243.955,114.116,4,0.855245195586,0.899991594263,,,,Michael Jackson,Michael Jackson: The Ultimate Collection,,Bad,1987
230779,0.0,257.2273,0.294,0.0,5,-5.47,0,241.389,118.177,4,0.86652031981,0.899991594263,,,,Michael Jackson,Michael Jackson: The Ultimate Collection,,Smooth Criminal (Radio Edit),2008
231027,0.0,279.43138,0.142,0.0,1,-2.97,1,266.977,90.054,4,0.855245195586,0.899991594263,,,,Michael Jackson,Michael Jackson: The Ultimate Collection,,Butterflies,2001
231104,0.0,274.18077,2.821,0.0,9,-8.899,1,269.932,104.503,4,0.814829656133,0.735765692951,51.50632,"London, England",-0.12714,The Rolling Stones,Exile On Main St,,Stop Breaking Down (1994 Digital Remaster),0
231292,0.0,189.962,0.0,0.0,5,-4.155,1,185.429,107.999,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,The Big Come Up,0.742843402025,Brooklyn Bound,2002
231563,0.0,184.65914,3.228,0.0,11,-10.825,0,177.267,101.438,4,0.842332789509,0.747251065679,,"Kingsland, AR",,Johnny Cash,Legend: The Best Of Willie Nelson,,Highwayman,1999
231644,0.0,269.34812,2.81,0.0,9,-6.294,1,259.535,136.82,4,0.8650215115,0.916053228284,,,,Coldplay,Fix You,0.701266352615,The World Turned Upside Down,2005
232001,0.0,258.92526,0.0,0.0,6,-5.81,0,258.925,148.877,4,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,Urban Legend,,Why U Mad At Me (Explicit Screwed Version),2004
232771,0.0,206.44526,0.0,0.0,0,-4.806,1,197.88,111.532,4,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Goats Head Soup,,Doo Doo Doo Doo Doo (Heartbreaker),1973
233224,0.0,150.09914,0.18,0.0,0,-9.925,1,143.093,98.953,3,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,More Hot Rocks ( Big Hits & Fazed Cookies),,Good Times_ Bad Times,0
233274,0.0,222.74567,0.227,0.0,6,-12.009,0,209.856,126.588,1,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Hot Rocks 1964-1971,,Under My Thumb,1966
233351,0.0,449.17506,0.204,0.0,9,-8.22,1,385.219,124.64,4,0.902840573925,1.02125558749,,"Paris, France",,Daft Punk,Daft Club,0.640017318801,Digital Love (Boris Dlugosh Remix),2003
233598,0.0,142.23628,0.0,0.0,9,-14.05,0,133.596,94.838,4,0.843526543333,0.825639110796,,"Dublin, Ireland",,U2,October,,October,1981
233752,0.0,361.66485,2.908,0.0,5,-7.124,1,351.208,141.199,4,0.823688062527,0.807587096405,,"Freehold, NJ",,Bruce Springsteen,The Essential Bruce Springsteen,,Mary's Place,2002
234104,0.0,406.85669,0.0,0.0,8,-8.539,1,385.416,146.826,4,0.843526543333,0.750311503248,,"Dublin, Ireland",,U2,Live From Paris,,40,1992
234608,0.0,693.4722,0.485,0.0,9,-17.139,1,686.655,136.52,4,0.522860138254,0.365247218514,,,,Ustad Nusrat Fateh Ali Khan,Gorakh Dhandha vol.5,,Khuaja Khuajgaan Bekasaan,0
234651,0.0,216.45016,2.589,0.0,2,-4.702,0,197.335,101.985,4,0.644238764665,0.430493598893,,,,DJ Bobo,DJ Bobo Instrumentals Part 7,0.218522350592,Respect Yourself 2002 Instrumental,0
234804,0.0,301.19138,2.606,0.0,5,-7.488,0,288.729,95.929,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Greatest Hits,0.679077296234,Honey,1997
234821,0.0,199.83628,0.0,0.0,6,-11.949,1,187.751,96.002,4,0.705205403329,0.653512932947,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Christmas Song,,The Christmas Song,2009
235819,0.0,295.67955,5.671,0.0,9,-6.473,0,271.209,137.008,3,0.8650215115,0.916053228284,,,,Coldplay,Speed Of Sound,0.651171124429,Things I Don't Understand,2005
235841,0.0,156.94322,0.176,0.0,5,-18.923,0,153.844,148.123,4,0.80807690374,0.668671178568,,"Albany, GA",,Ray Charles,Autumn In New York,,I Love You_ I Love You (i Will Never Let You Go),0
236570,0.0,191.7122,0.85,0.0,9,-7.485,1,189.109,162.459,4,0.814829656133,0.735765692951,51.50632,"London, England",-0.12714,The Rolling Stones,Some Girls,0.635902730219,Lies (1994 Digital Remaster),1978
236784,0.0,182.7522,0.148,0.0,4,-9.051,0,162.969,207.589,4,0.86652031981,0.808502136703,,,,Michael Jackson,Hello World - The Motown Solo Collection,,I Wanna Be Where You Are,1972
236840,0.0,202.03057,0.223,0.0,0,-7.68,1,189.841,139.988,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,R&B Divas,0.853333268535,We Belong Together,2005
236858,0.0,306.80771,2.02,0.0,10,-9.814,0,300.536,214.25,4,0.522860138254,0.388860591568,,,,Ustad Nusrat Fateh Ali Khan,King Khan 2 Vol. 116,,Aankhen Tumharian,0
237097,0.0,164.93669,0.351,0.0,4,-13.371,0,160.734,101.721,4,0.814829656133,0.735765692951,51.50632,"London, England",-0.12714,The Rolling Stones,Aftermath (UK Version),,Mother's Little Helper,1966
237321,0.0,185.93914,0.583,0.0,0,-5.21,1,180.309,165.331,4,0.929030287441,0.795880272107,54.31407,UK,-2.23001,Muse,Hullabaloo Soundtrack,0.729772906599,Yes Please,0
237329,0.0,125.09995,0.449,0.0,0,-13.208,1,118.079,85.584,5,0.823688062527,0.807587096405,,"Freehold, NJ",,Bruce Springsteen,Greetings From Asbury Park N.J.,,Does This Bus Stop At 82nd Street?,1973
237533,0.0,165.14567,0.38,0.0,9,-18.868,1,158.569,83.981,4,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,Any Old Wind That Blows,,Welcome Back Jesus,1973
237742,0.0,177.18812,0.194,0.0,0,-14.046,1,171.323,121.897,4,0.80807690374,0.668671178568,,"Albany, GA",,Ray Charles,Ray Charles,,Don't You Know (Single/LP Version),0
237779,0.0,251.55873,0.206,0.0,4,-8.929,1,246.161,126.219,4,0.871010615313,0.804830427831,,"St. Joseph, MO",,Eminem,Without Me,,Without Me,2002
238072,0.0,195.49995,0.218,0.0,9,-7.219,0,187.878,107.736,4,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Call Me Irresponsible,0.47212111954,Call Me Irresponsible (Album Version),2007
238337,0.0,245.34159,0.559,0.0,5,-5.691,1,237.865,123.402,4,0.792550792008,0.689625248209,,"Glen Dale, WV",,Brad Paisley,5th Gear,,All I Wanted Was A Car,2007
238629,0.0,338.80771,0.0,0.0,2,-6.26,1,326.577,106.013,4,0.929030287441,0.750426551019,54.31407,UK,-2.23001,Muse,The Resistance,0.766545053377,I Belong To You [+Mon Coeur S'Ouvre A Ta Voix],0
238684,0.0,90.14812,2.229,0.0,2,-7.025,1,83.72,141.715,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,American Saturday Night,0.533909987726,Back To The Future,2009
238995,0.0,211.98322,0.0,0.0,7,-6.901,1,211.983,111.139,4,0.814829656133,0.741242272469,51.50632,"London, England",-0.12714,The Rolling Stones,Shine A Light,,As Tears Go By,1965
239218,0.0,203.65016,0.108,0.0,11,-6.029,1,196.034,114.547,4,0.855245195586,0.899991594263,,,,Michael Jackson,King Of Pop,,Rock With You,1979
240049,0.0,277.65506,0.131,0.0,0,-19.196,1,267.552,109.831,4,0.644733306197,0.646207352339,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Day Parts-Romance,,On The Edge Of Forever,0
240437,0.0,94.04036,0.189,0.0,11,-16.876,0,83.464,76.937,5,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Play,0.494303691398,Pre-Cluster Cluster Pluck Prequel,0
240980,0.0,75.93751,0.37,0.0,1,-17.346,1,69.991,147.692,1,0.432839367307,0.366905852789,,,,John Frizzell,The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture,0.192977601765,Anatomy of a Contest,0
241115,0.0,188.15955,0.206,0.0,0,-13.001,1,183.339,102.141,3,0.80807690374,0.668671178568,,"Albany, GA",,Ray Charles,Someday,,Someday,0
241178,0.0,364.64281,2.241,0.0,0,-17.67,1,357.193,60.882,1,0.839297677568,0.776303263519,,"Sayreville, NJ",,Harry Connick_ Jr.,To See You,0.392008771471,Once,0
241404,0.0,248.05832,0.096,0.0,10,-4.157,0,233.941,89.958,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,Dark Horse,0.984346738534,If Today Was Your Last Day (Album Version),2008
241583,0.0,217.62567,0.0,0.0,0,-4.278,0,207.163,164.025,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,NOW (That's What I Call Music) 22,0.8364553064,Savin' Me,2005
242012,0.0,340.03546,0.0,0.0,5,-10.412,1,324.894,137.997,4,0.902840760111,1.02125558749,,"Paris, France",,Daft Punk,Alive 2007,0.691417937034,Superheroes / Human After All / Rock'n Roll,2007
242201,0.0,386.66404,0.2,0.0,4,-10.484,0,381.544,190.71,4,0.852136186667,0.726174386911,,"Los Angeles, CA",,Metallica,Kill 'Em All,0.782688929684,No Remorse,1983
242503,0.0,343.32689,2.943,0.0,4,-16.357,1,330.867,148.126,4,0.8650215115,0.916053228284,,,,Coldplay,Shiver,0.755435004076,For You,2000
242694,0.0,176.69179,0.0,0.0,9,-4.389,1,167.985,102.578,4,0.830884642148,0.776167742324,,,,Weezer,The Green Album,0.773271182535,Simple Pages,2001
243018,0.0,121.93914,0.374,0.0,1,-4.528,1,121.939,180.014,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,The Long Road,,Flat On The Floor,2003
243126,0.0,158.92853,0.288,0.0,1,-21.78,1,150.489,74.716,4,0.80807690374,0.668671178568,,"Albany, GA",,Ray Charles,Blues In A Sentimental Key,,Cant You See Darling,0
243394,0.0,225.41016,2.827,0.0,10,-13.711,1,219.138,203.383,4,0.842332789509,0.747251065679,,"Kingsland, AR",,Johnny Cash,Columbia Country Classics Volume 3:  Americana,,A Boy Named Sue,1969
243456,0.0,212.29669,0.177,0.0,5,-7.849,1,200.104,115.79,1,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Through The Past Darkly (Big hits Vol.2),,Dandelion,1967
243517,0.0,263.8624,0.159,0.0,7,-7.178,1,261.143,87.977,4,0.737437395434,0.674344138853,,"Charlemagne, Quebec, Canada",,Céline Dion,1 fille & 4 types,0.450762241641,Ne bouge pas,2003
243711,0.0,110.86322,0.294,0.0,0,-10.936,1,102.992,117.507,4,0.432839367307,0.366905852789,,,,John Frizzell,The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture,,Shopping Spree,0
243918,0.0,274.65098,0.181,0.0,7,-3.94,1,265.358,160.056,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,Dark Horse,0.465280425387,This Afternoon (Album Version),2008
244075,0.0,240.27383,0.218,0.0,11,-8.71,0,230.545,119.403,4,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,My Love Ultimate Essential Collection,,All By Myself,1996
244524,0.0,213.10649,0.0,0.0,11,-4.918,1,206.762,108.974,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,International Superhits!,,Macy's Day Parade (Album Version),2001
244682,0.0,187.402,0.097,0.0,5,-7.18,1,180.495,156.445,5,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Crazy Love,0.80698757806,You're Nobody Till Somebody Loves You (Album Version),2009
244995,0.0,209.68444,2.74,0.0,0,-11.465,1,202.443,93.864,4,0.467090715739,0.255022603931,,,,Johnny Cash,America's Country,,Song Of The Patriot,1981
245029,0.0,222.53669,0.08,0.0,11,-5.999,1,217.333,151.132,3,0.817256905252,0.746403980181,,"Kingsland, AR",,Johnny Cash,No Depression: What It Sounds Like_ Vol.1,,The Time of the Preacher,0
245052,0.0,233.01179,0.0,0.0,0,-14.44,1,222.645,143.889,4,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Black And Blue,,Cherry Oh Baby,1976
245417,0.0,224.20853,0.0,0.0,2,-7.566,1,224.209,145.847,4,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,Urban Legend,,Motivation (Explicit Screwed Version),2004
245522,0.0,281.02485,4.574,0.0,1,-5.359,0,270.153,100.844,4,0.929030287441,0.750426551019,54.31407,UK,-2.23001,Muse,Black Holes And Revelations,0.827001193261,Glorious,0
245967,0.0,818.33751,0.223,0.0,6,-18.155,1,810.179,183.503,4,0.522860138254,0.365247218514,,,,Ustad Nusrat Fateh Ali Khan,Piya Ghar Aaya Vol. 36,,Ali Da Malang,0
245972,0.0,179.22567,0.165,0.0,3,-12.63,1,164.333,196.521,7,0.855245195586,0.899991594263,,,,Michael Jackson,Hello World - The Motown Solo Collection,,Girl You're So Together,1984
246290,0.0,364.45995,0.0,0.0,1,-9.618,0,362.011,94.253,4,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,STAR TURTLE,0.304169503435,Little Farley,1996
246488,0.0,10.60526,0.125,0.0,0,-21.695,1,10.605,216.808,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Time Well Wasted,,Out Take 2,2005
246900,0.0,231.23546,0.0,0.0,4,-7.101,0,217.316,147.246,4,0.831197177107,0.776167742324,,,,Weezer,Weezer,0.788834153926,Cold Dark World,2008
246962,0.0,297.56036,0.148,0.0,5,-10.71,1,291.985,131.497,4,0.80807690374,0.668671178568,,"Albany, GA",,Ray Charles,Genius + Soul = Jazz,,Kids Are Pretty People,0
247048,0.0,105.61261,3.059,0.0,5,-27.362,0,95.84,126.039,5,0.432839367307,0.366905852789,,,,John Frizzell,Ghost Ship,,I Saw A Little Girl,2002
247302,0.0,171.85914,0.424,0.0,0,-9.758,1,156.99,124.698,1,0.855245195586,0.899991594263,,,,Michael Jackson,Got To Be There / Forever Michael,,Love Is Here And Now You're Gone,1972
248058,0.0,306.83383,0.468,0.0,9,-6.763,0,289.53,130.95,1,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Undercover,,Feel On Baby,1983
248185,0.0,319.81669,0.0,0.0,4,-3.072,0,301.459,101.951,3,0.871010305647,0.879236744738,,"St. Joseph, MO",,Eminem,Relapse: Refill,,3 a.m.,2009
248233,0.0,645.17179,0.137,0.0,7,-8.273,1,636.877,127.951,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,It's Like That,,It's Like That,2005
248739,0.0,153.49506,0.116,0.0,5,-23.272,0,150.198,54.981,1,0.80807690374,0.668671178568,,"Albany, GA",,Ray Charles,Blues Before Sunrise,,How Long Blues,0
249313,0.0,286.30159,0.183,0.0,7,-8.204,1,276.683,109.253,1,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,BUTTERFLY,0.573019827988,Outside,1997
249366,0.0,50.83383,0.142,0.0,3,-11.896,1,50.834,129.644,7,0.70747876636,0.699277460562,,,,Adam Sandler,They're All Gonna Laugh At You!,0.505487343149,The Beating Of A High School Science Teacher (Album Version),0
250475,0.0,138.50077,0.165,0.0,8,-16.836,0,128.012,108.533,4,0.70747876636,0.699277460562,,,,Adam Sandler,They're All Gonna Laugh At You!,0.480934212809,The Buffoon And The Valedictorian (Album Version),0
250568,0.0,358.84363,0.211,0.0,3,-12.462,1,354.83,60.929,4,0.644733015933,0.640380685889,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,To Russia With Love,0.0,The Great Gate Of Kiev,0
250884,0.0,260.15302,3.32,0.0,7,-8.359,1,251.089,90.333,3,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Magic Potion,0.748027441048,Modern Times,2006
251144,0.0,247.06567,2.252,0.0,8,-4.641,1,247.066,94.986,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Road To Revolution: Live At Milton Keynes,0.613784349831,One Step Closer [Live At Milton Keynes],2008
251207,0.0,277.13261,0.2,0.0,5,-10.33,0,272.579,129.972,4,0.644238764665,0.430493598893,,,,DJ Bobo,Dance With Me,0.459157901492,Music,1993
251234,0.0,215.48363,0.398,0.0,9,-11.038,1,207.273,93.847,4,0.792579398133,0.717080092986,,"Glen Dale, WV",,Brad Paisley,Part II,,Part Two,2001
251492,0.0,191.45098,0.131,0.0,6,-4.461,1,183.409,103.094,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Hybrid Theory,0.840118503327,Pushing Me Away (Album Version),2000
251851,0.0,198.79138,0.939,0.0,7,-8.038,0,179.926,109.627,3,0.929030287441,0.750426551019,54.31407,UK,-2.23001,Muse,Feeling Good / Hyper Music,0.917573009463,Feeling Good,0
251950,0.0,245.002,1.536,0.0,2,-22.157,1,234.969,125.804,4,0.823688062527,0.807587096405,,"Freehold, NJ",,Bruce Springsteen,The Collection,,Mansion On The Hill,1982
252814,0.0,236.35546,0.142,0.0,11,-8.421,0,231.12,200.971,4,0.792579398133,0.717080092986,,"Glen Dale, WV",,Brad Paisley,Playlist: The Very Best of Brad Paisley,,Time Warp,2005
252859,0.0,239.72526,0.0,0.0,1,-11.374,1,234.516,120.619,4,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,At Osteraker Prison,0.286014978482,City Jail,1973
253108,0.0,191.29424,0.168,0.0,4,-10.635,1,185.04,179.584,1,0.80807690374,0.668671178568,,"Albany, GA",,Ray Charles,The Essentials,,What'd I Say,0
253636,0.0,280.34567,0.078,0.0,0,-8.469,1,268.539,85.461,7,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Playlist: The Very Best of Brad Paisley,0.413788175356,Ode De Toilet (The Toilet Song),2008
253851,0.0,203.31057,0.441,0.0,8,-8.533,1,194.444,113.662,4,0.86652031981,0.766545450757,,,,Michael Jackson,Gold,0.509640965552,Melodie,1984
253950,0.0,329.45587,0.0,0.0,2,-12.472,1,329.456,125.151,4,0.844450642835,1.01049028868,,"Paris, France",,Daft Punk,Alive 2007,,Touch It / Technologic,2007
254281,0.0,95.21587,0.13,0.0,4,-30.049,0,86.883,65.116,4,0.644733306197,0.646207352339,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Saving The Wildlife,0.0,Harp Seals - Canada,1986
254659,0.0,218.22649,0.467,0.0,5,-8.485,0,209.374,133.3,5,0.84297210826,0.755334784437,,,,Jason Mraz,We Sing.  We Dance.  We Steal Things.,0.356201915923,Coyotes (Album Version),0
255419,0.0,240.37832,0.155,0.0,5,-10.35,1,231.88,205.412,4,0.842332789509,0.747251065679,,"Kingsland, AR",,Johnny Cash,Playlist: The Very Best Of Johnny Cash,,One Piece At A Time,1976
255517,0.0,1084.96934,0.136,0.0,5,-17.73,1,1066.353,127.264,3,0.654215192837,0.365247218514,,"Lyallpur, Pakistan",,Ustad Nusrat Fateh Ali Khan,Traditional Sufi Qawwalis - Live in London_ Vol IV,,Traditional Qawwali in Hindi by Hazrat Amir Khusrau in Raga Khamaj,0
255658,0.0,167.88853,0.658,0.0,9,-13.257,1,161.634,45.254,4,0.80807690374,0.668671178568,,"Albany, GA",,Ray Charles,The Musical Genius - 40 Great Tracks,,Blues Before Sunrise,0
255949,0.0,289.38404,0.874,0.0,11,-3.573,1,276.085,117.362,4,0.86652031981,0.766545450757,,,,Michael Jackson,Invincible,0.639791573117,Heaven Can Wait,2001
256421,0.0,274.23302,0.0,0.0,2,-4.438,1,274.233,109.455,4,0.814829656133,0.735765692951,51.50632,"London, England",-0.12714,The Rolling Stones,Love You Live,,Hot Stuff,1976
256485,0.0,235.12771,0.189,0.0,10,-9.131,0,220.944,100.014,4,0.644238764665,0.438534146574,,,,DJ Bobo,Dance With Me,,Everybody,1993
